station_id,mapped_integer
a3ab86b6-a135-11e9-9cda-0a87ae2ba916,148
a3ae87fa-a135-11e9-9cda-0a87ae2ba916,149
a3a8999a-a135-11e9-9cda-0a87ae2ba916,150
a3b23785-a135-11e9-9cda-0a87ae2ba916,151
a3afb401-a135-11e9-9cda-0a87ae2ba916,152
a3b2d2b7-a135-11e9-9cda-0a87ae2ba916,153
1934290608103817582,154
1890603435601779460,155
1934290131858180982,156
a3a3f5e9-a135-11e9-9cda-0a87ae2ba916,157
1861613253877461614,158
87d2a090-22cd-471b-b622-fef3923999dd,159
1754781885939323186,160
a3ac7978-a135-11e9-9cda-0a87ae2ba916,161
a3b22815-a135-11e9-9cda-0a87ae2ba916,162
a3a6e866-a135-11e9-9cda-0a87ae2ba916,163
1866477298337982542,164
a3ad61c2-a135-11e9-9cda-0a87ae2ba916,165
a3b45e26-a135-11e9-9cda-0a87ae2ba916,166
a3aca790-a135-11e9-9cda-0a87ae2ba916,167
1932496568454183892,168
a3a6fcac-a135-11e9-9cda-0a87ae2ba916,169
a3b453f2-a135-11e9-9cda-0a87ae2ba916,170
1859717449875884116,171
a3b2e20c-a135-11e9-9cda-0a87ae2ba916,172
a3a3a7b4-a135-11e9-9cda-0a87ae2ba916,173
391d5cd8-c87c-42f8-94df-823f94284005,174
a3ad8587-a135-11e9-9cda-0a87ae2ba916,175
a3b11993-a135-11e9-9cda-0a87ae2ba916,176
a3b38728-a135-11e9-9cda-0a87ae2ba916,177
1929121088624564460,178
a3a3eb9a-a135-11e9-9cda-0a87ae2ba916,179
a3a4ea00-a135-11e9-9cda-0a87ae2ba916,180
a3a42a93-a135-11e9-9cda-0a87ae2ba916,181
1866476559603607834,182
a3a771c2-a135-11e9-9cda-0a87ae2ba916,183
c4040b17-88bd-40ab-9aae-2655d6771580,184
a3afb917-a135-11e9-9cda-0a87ae2ba916,185
a3b1efd6-a135-11e9-9cda-0a87ae2ba916,186
a3aca268-a135-11e9-9cda-0a87ae2ba916,187
a3b3686c-a135-11e9-9cda-0a87ae2ba916,188
a3a49288-a135-11e9-9cda-0a87ae2ba916,189
1926982189560422428,190
1929121521556988340,191
a3a5b496-a135-11e9-9cda-0a87ae2ba916,192
a3b26acf-a135-11e9-9cda-0a87ae2ba916,193
a3b30b06-a135-11e9-9cda-0a87ae2ba916,194
a3b49122-a135-11e9-9cda-0a87ae2ba916,195
a3aab5c1-a135-11e9-9cda-0a87ae2ba916,196
6fd280b0-74de-4a89-947d-3be40afa079c,197
8fd03909-317e-4b6c-b8e9-f4c28b4c90b1,198
a3a5d8db-a135-11e9-9cda-0a87ae2ba916,199
a3a4c618-a135-11e9-9cda-0a87ae2ba916,200
a3af956e-a135-11e9-9cda-0a87ae2ba916,201
a3afc347-a135-11e9-9cda-0a87ae2ba916,202
a3a4d069-a135-11e9-9cda-0a87ae2ba916,203
a3aaca0e-a135-11e9-9cda-0a87ae2ba916,204
14d6e4b0-d0cc-4ccb-b757-e596d8c24a99,205
1872721263815561908,206
a3a64639-a135-11e9-9cda-0a87ae2ba916,207
a3b35885-a135-11e9-9cda-0a87ae2ba916,208
625e37ea-24ea-4f13-9a54-6322466ec521,209
8995498f-1209-4b06-9317-01cd695b3b61,210
a3a9a778-a135-11e9-9cda-0a87ae2ba916,211
a3ad42c3-a135-11e9-9cda-0a87ae2ba916,212
a3a6f7a5-a135-11e9-9cda-0a87ae2ba916,213
a3aa59bb-a135-11e9-9cda-0a87ae2ba916,214
a3ab812d-a135-11e9-9cda-0a87ae2ba916,215
1863873159929715228,216
a3a61a0b-a135-11e9-9cda-0a87ae2ba916,217
c3f1be96-07c2-4c65-8a1d-f2203de88495,218
1930641272056945296,219
a3a5c440-a135-11e9-9cda-0a87ae2ba916,220
1850867138125484782,221
a3add889-a135-11e9-9cda-0a87ae2ba916,222
a3b0eb93-a135-11e9-9cda-0a87ae2ba916,223
a3a42574-a135-11e9-9cda-0a87ae2ba916,224
a3b2b92c-a135-11e9-9cda-0a87ae2ba916,225
1867617341378224632,226
a3b218cd-a135-11e9-9cda-0a87ae2ba916,227
1926946441362045298,228
a3a9acc5-a135-11e9-9cda-0a87ae2ba916,229
a3a3bc53-a135-11e9-9cda-0a87ae2ba916,230
22afe78c-e8f7-4a80-969e-7ddeafdf49da,231
a3a7d279-a135-11e9-9cda-0a87ae2ba916,232
a3a7af11-a135-11e9-9cda-0a87ae2ba916,233
a77136ee-060b-433b-88d0-ec74af1ef7ad,234
a3aa5ed1-a135-11e9-9cda-0a87ae2ba916,235
a3aa7373-a135-11e9-9cda-0a87ae2ba916,236
a3ab8bee-a135-11e9-9cda-0a87ae2ba916,237
a3b4728f-a135-11e9-9cda-0a87ae2ba916,238
a3ad1e12-a135-11e9-9cda-0a87ae2ba916,239
a3b1ff34-a135-11e9-9cda-0a87ae2ba916,240
a3ad7b51-a135-11e9-9cda-0a87ae2ba916,241
a3b300d3-a135-11e9-9cda-0a87ae2ba916,242
a3a88f84-a135-11e9-9cda-0a87ae2ba916,243
a3b310ac-a135-11e9-9cda-0a87ae2ba916,244
a3ad8aa3-a135-11e9-9cda-0a87ae2ba916,245
a3af5804-a135-11e9-9cda-0a87ae2ba916,246
a3a6e359-a135-11e9-9cda-0a87ae2ba916,247
a3a7cd56-a135-11e9-9cda-0a87ae2ba916,248
a3b29a90-a135-11e9-9cda-0a87ae2ba916,249
a3a866a5-a135-11e9-9cda-0a87ae2ba916,250
a3aa10ca-a135-11e9-9cda-0a87ae2ba916,251
a3b0f0b6-a135-11e9-9cda-0a87ae2ba916,252
a3a58ee0-a135-11e9-9cda-0a87ae2ba916,253
a3aff616-a135-11e9-9cda-0a87ae2ba916,254
1927677528601722888,255
1e7e4cf3-a16b-4cb7-9ead-fdd71e07ea77,256
a3b21de7-a135-11e9-9cda-0a87ae2ba916,257
a3b42a3e-a135-11e9-9cda-0a87ae2ba916,258
a3af624c-a135-11e9-9cda-0a87ae2ba916,259
a3ad5c90-a135-11e9-9cda-0a87ae2ba916,260
a3a8711c-a135-11e9-9cda-0a87ae2ba916,261
a3b20e8a-a135-11e9-9cda-0a87ae2ba916,262
1863873701095594368,263
a3a62025-a135-11e9-9cda-0a87ae2ba916,264
a3acacbc-a135-11e9-9cda-0a87ae2ba916,265
a3ac83bc-a135-11e9-9cda-0a87ae2ba916,266
a3b46866-a135-11e9-9cda-0a87ae2ba916,267
a3b2f698-a135-11e9-9cda-0a87ae2ba916,268
a3a44ec7-a135-11e9-9cda-0a87ae2ba916,269
a3a4f993-a135-11e9-9cda-0a87ae2ba916,270
a3a4f46b-a135-11e9-9cda-0a87ae2ba916,271
a3b0d1d5-a135-11e9-9cda-0a87ae2ba916,272
1869052846885132442,273
1872721624592814362,274
b43a9764-2b1d-4fa0-a13f-7e05eddc7fcd,275
a3b1eaa7-a135-11e9-9cda-0a87ae2ba916,276
1934290793283144612,277
a3b241df-a135-11e9-9cda-0a87ae2ba916,278
a3a434ce-a135-11e9-9cda-0a87ae2ba916,279
a3adbedf-a135-11e9-9cda-0a87ae2ba916,280
a3aa4f80-a135-11e9-9cda-0a87ae2ba916,281
a3b2810e-a135-11e9-9cda-0a87ae2ba916,282
a3b26084-a135-11e9-9cda-0a87ae2ba916,283
c1f104db-9ee7-4999-bd4a-ddd766c75e04,284
a3af2216-a135-11e9-9cda-0a87ae2ba916,285
a3b00055-a135-11e9-9cda-0a87ae2ba916,286
a065d29d-a081-47f4-8d0f-9a572f6085fe,287
1861588043429399408,288
a3a6054c-a135-11e9-9cda-0a87ae2ba916,289
a3a378ca-a135-11e9-9cda-0a87ae2ba916,290
a3b377cb-a135-11e9-9cda-0a87ae2ba916,291
a3a89488-a135-11e9-9cda-0a87ae2ba916,292
a3a5af44-a135-11e9-9cda-0a87ae2ba916,293
a3b25656-a135-11e9-9cda-0a87ae2ba916,294
a3a77c8d-a135-11e9-9cda-0a87ae2ba916,295
a3b10f66-a135-11e9-9cda-0a87ae2ba916,296
a3b0d6ec-a135-11e9-9cda-0a87ae2ba916,297
61695579-2f75-4090-a071-c76079b5fb5d,298
a3a41526-a135-11e9-9cda-0a87ae2ba916,299
a3a88a6d-a135-11e9-9cda-0a87ae2ba916,300
a3ac4548-a135-11e9-9cda-0a87ae2ba916,301
a3b3820c-a135-11e9-9cda-0a87ae2ba916,302
a3a45e3b-a135-11e9-9cda-0a87ae2ba916,303
a3a46896-a135-11e9-9cda-0a87ae2ba916,304
a3a7dc8c-a135-11e9-9cda-0a87ae2ba916,305
a3a39301-a135-11e9-9cda-0a87ae2ba916,306
a3b3968b-a135-11e9-9cda-0a87ae2ba916,307
a3b02ef1-a135-11e9-9cda-0a87ae2ba916,308
a3b0bd42-a135-11e9-9cda-0a87ae2ba916,309
a3ad2843-a135-11e9-9cda-0a87ae2ba916,310
a3acd5b1-a135-11e9-9cda-0a87ae2ba916,311
a3a8224f-a135-11e9-9cda-0a87ae2ba916,312
a3a5f0b8-a135-11e9-9cda-0a87ae2ba916,313
a3aa91f4-a135-11e9-9cda-0a87ae2ba916,314
a3ac2671-a135-11e9-9cda-0a87ae2ba916,315
1871991855517771832,316
1929121887488481484,317
a3a57a52-a135-11e9-9cda-0a87ae2ba916,318
1870208802121658482,319
a3a5a48b-a135-11e9-9cda-0a87ae2ba916,320
9e5ce0b6-198f-48fa-9363-64ab5ec2b222,321
a3a46e71-a135-11e9-9cda-0a87ae2ba916,322
7e435d2a-617e-4c3f-bed0-a8801c20f265,323
1871990322214447924,324
1934009488956756950,325
1932836901177930130,326
1934289552037596050,327
98fe78dc-4efa-4b39-a47c-0d94abcdb221,328
34dc92b5-7cb7-4536-856b-46644d31b48c,329
a3a482fb-a135-11e9-9cda-0a87ae2ba916,330
a3ada52f-a135-11e9-9cda-0a87ae2ba916,331
a3b2b419-a135-11e9-9cda-0a87ae2ba916,332
a3a9da3b-a135-11e9-9cda-0a87ae2ba916,333
a3b0f5c9-a135-11e9-9cda-0a87ae2ba916,334
a3b372b1-a135-11e9-9cda-0a87ae2ba916,335
ce334dea-c5ba-45ca-a52d-39dc161683b0,336
a3a9d529-a135-11e9-9cda-0a87ae2ba916,337
a3a3d1b8-a135-11e9-9cda-0a87ae2ba916,338
a3a56075-a135-11e9-9cda-0a87ae2ba916,339
a3b424f6-a135-11e9-9cda-0a87ae2ba916,340
a3a37378-a135-11e9-9cda-0a87ae2ba916,341
a3af1cec-a135-11e9-9cda-0a87ae2ba916,342
a3a4d588-a135-11e9-9cda-0a87ae2ba916,343
a3af6c2f-a135-11e9-9cda-0a87ae2ba916,344
a3aa0699-a135-11e9-9cda-0a87ae2ba916,345
9e1fbaaa-e872-4505-ada6-5080e62bef77,346
0eeb6baf-c653-4a1a-af17-99f686116b89,347
a3a39d55-a135-11e9-9cda-0a87ae2ba916,348
1932128180709716638,349
1928795714838393816,350
ad9f8858-dc27-43ca-8fdc-78044b22f1fc,351
1932113567217736592,352
a3b49b4c-a135-11e9-9cda-0a87ae2ba916,353
a3a4c0df-a135-11e9-9cda-0a87ae2ba916,354
a3ad6c01-a135-11e9-9cda-0a87ae2ba916,355
a3a786ac-a135-11e9-9cda-0a87ae2ba916,356
a3afa4c3-a135-11e9-9cda-0a87ae2ba916,357
a3a7a4fc-a135-11e9-9cda-0a87ae2ba916,358
a3a974e1-a135-11e9-9cda-0a87ae2ba916,359
a3a40ad8-a135-11e9-9cda-0a87ae2ba916,360
a3b2e72c-a135-11e9-9cda-0a87ae2ba916,361
a3a5e353-a135-11e9-9cda-0a87ae2ba916,362
a3a7be40-a135-11e9-9cda-0a87ae2ba916,363
a3a57527-a135-11e9-9cda-0a87ae2ba916,364
1861589903150238332,365
bc4d498d-c272-4474-beca-10e5268e7253,366
a3ad711d-a135-11e9-9cda-0a87ae2ba916,367
a3b0104c-a135-11e9-9cda-0a87ae2ba916,368
6997d1fb-9887-4c15-b5db-524d45a2f101,369
a3acfa38-a135-11e9-9cda-0a87ae2ba916,370
6849c4e2-cffa-432b-8d83-5c0524594b4f,371
a3b1db23-a135-11e9-9cda-0a87ae2ba916,372
a3a6ce53-a135-11e9-9cda-0a87ae2ba916,373
a3a513e9-a135-11e9-9cda-0a87ae2ba916,374
a3a781a6-a135-11e9-9cda-0a87ae2ba916,375
a3ad523f-a135-11e9-9cda-0a87ae2ba916,376
a3af76f8-a135-11e9-9cda-0a87ae2ba916,377
a3a9a24f-a135-11e9-9cda-0a87ae2ba916,378
a3a94bc8-a135-11e9-9cda-0a87ae2ba916,379
a3a8275e-a135-11e9-9cda-0a87ae2ba916,380
1927695368784189454,381
a3a589b9-a135-11e9-9cda-0a87ae2ba916,382
a3a59915-a135-11e9-9cda-0a87ae2ba916,383
a3ac9834-a135-11e9-9cda-0a87ae2ba916,384
a3a7e19b-a135-11e9-9cda-0a87ae2ba916,385
a3aac4f9-a135-11e9-9cda-0a87ae2ba916,386
a3aa9732-a135-11e9-9cda-0a87ae2ba916,387
a3b2956a-a135-11e9-9cda-0a87ae2ba916,388
a3b143aa-a135-11e9-9cda-0a87ae2ba916,389
1879437308430949172,390
a3aa692e-a135-11e9-9cda-0a87ae2ba916,391
a3ac4a7c-a135-11e9-9cda-0a87ae2ba916,392
1931391724317609988,393
a3af8642-a135-11e9-9cda-0a87ae2ba916,394
a3b486f2-a135-11e9-9cda-0a87ae2ba916,395
bbf9b599-1873-4133-b670-a0ef9e5c429c,396
a3af9064-a135-11e9-9cda-0a87ae2ba916,397
a3a3c174-a135-11e9-9cda-0a87ae2ba916,398
a3ae82e0-a135-11e9-9cda-0a87ae2ba916,399
1929934715947649384,400
a3ad9ad9-a135-11e9-9cda-0a87ae2ba916,401
a3a405a1-a135-11e9-9cda-0a87ae2ba916,402
2f5957e4-e83a-4d5a-b073-ec9422989315,403
a3a85eda-a135-11e9-9cda-0a87ae2ba916,404
a3aad940-a135-11e9-9cda-0a87ae2ba916,405
a3a593fc-a135-11e9-9cda-0a87ae2ba916,406
a3a4cb42-a135-11e9-9cda-0a87ae2ba916,407
a3b37ce0-a135-11e9-9cda-0a87ae2ba916,408
a3b43eb7-a135-11e9-9cda-0a87ae2ba916,409
a3b2dcf0-a135-11e9-9cda-0a87ae2ba916,410
a3a9e44a-a135-11e9-9cda-0a87ae2ba916,411
a3a78bc0-a135-11e9-9cda-0a87ae2ba916,412
1867227665093179888,413
a3b24c1f-a135-11e9-9cda-0a87ae2ba916,414
a3b0dc1f-a135-11e9-9cda-0a87ae2ba916,415
a3b4aa91-a135-11e9-9cda-0a87ae2ba916,416
1863878044896486356,417
a3a9ecff-a135-11e9-9cda-0a87ae2ba916,418
a3a50ec8-a135-11e9-9cda-0a87ae2ba916,419
a3a53843-a135-11e9-9cda-0a87ae2ba916,420
87c01e57-8a00-430d-9eb3-2abe51e535dd,421
a3b4a579-a135-11e9-9cda-0a87ae2ba916,422
a3adce47-a135-11e9-9cda-0a87ae2ba916,423
a3a55b3e-a135-11e9-9cda-0a87ae2ba916,424
1861997616150114834,425
a3b1cf80-a135-11e9-9cda-0a87ae2ba916,426
a3b128de-a135-11e9-9cda-0a87ae2ba916,427
a3a86c05-a135-11e9-9cda-0a87ae2ba916,428
a3aa9c65-a135-11e9-9cda-0a87ae2ba916,429
a3a9bbf0-a135-11e9-9cda-0a87ae2ba916,430
a3a6f2a2-a135-11e9-9cda-0a87ae2ba916,431
3d1da4c7-23c9-4731-81f5-91db08f6c97f,432
0f9b826b-8885-4c25-96fd-9e2c2074c34e,433
a3a3e158-a135-11e9-9cda-0a87ae2ba916,434
1932441844638063332,435
a3a5ce97-a135-11e9-9cda-0a87ae2ba916,436
a3afe6ed-a135-11e9-9cda-0a87ae2ba916,437
1932130426977611818,438
1934288914372987240,439
a3b2659d-a135-11e9-9cda-0a87ae2ba916,440
1869036027793202092,441
a3b42f5f-a135-11e9-9cda-0a87ae2ba916,442
1775509322900183222,443
a3b0e657-a135-11e9-9cda-0a87ae2ba916,444
a3a43f48-a135-11e9-9cda-0a87ae2ba916,445
a3af4b26-a135-11e9-9cda-0a87ae2ba916,446
a3a7b936-a135-11e9-9cda-0a87ae2ba916,447
a3b28b4a-a135-11e9-9cda-0a87ae2ba916,448
a3b38c3f-a135-11e9-9cda-0a87ae2ba916,449
a3acbc0b-a135-11e9-9cda-0a87ae2ba916,450
1861594737501366386,451
a3a7c341-a135-11e9-9cda-0a87ae2ba916,452
1867616044298100822,453
a3a453fa-a135-11e9-9cda-0a87ae2ba916,454
a3afc858-a135-11e9-9cda-0a87ae2ba916,455
a3a503e5-a135-11e9-9cda-0a87ae2ba916,456
a3a38363-a135-11e9-9cda-0a87ae2ba916,457
a3aa7db3-a135-11e9-9cda-0a87ae2ba916,458
a3a4591a-a135-11e9-9cda-0a87ae2ba916,459
a3aa2abb-a135-11e9-9cda-0a87ae2ba916,460
a3a37e26-a135-11e9-9cda-0a87ae2ba916,461
a3acd078-a135-11e9-9cda-0a87ae2ba916,462
a3b41f78-a135-11e9-9cda-0a87ae2ba916,463
a3add365-a135-11e9-9cda-0a87ae2ba916,464
a3a3983e-a135-11e9-9cda-0a87ae2ba916,465
7dc58bb9-24de-4544-9a12-c3975139370f,466
a3acef62-a135-11e9-9cda-0a87ae2ba916,467
4b4b0d88-80e0-4ef9-a8d1-cdd6a16722f9,468
a3a4bbba-a135-11e9-9cda-0a87ae2ba916,469
a3a5eb69-a135-11e9-9cda-0a87ae2ba916,470
a3a4daa1-a135-11e9-9cda-0a87ae2ba916,471
a3ac2b9c-a135-11e9-9cda-0a87ae2ba916,472
a3a6d371-a135-11e9-9cda-0a87ae2ba916,473
a3ada002-a135-11e9-9cda-0a87ae2ba916,474
a3af1767-a135-11e9-9cda-0a87ae2ba916,475
a3aaf7bc-a135-11e9-9cda-0a87ae2ba916,476
a3a7258b-a135-11e9-9cda-0a87ae2ba916,477
a3af9f99-a135-11e9-9cda-0a87ae2ba916,478
a3b4afb6-a135-11e9-9cda-0a87ae2ba916,479
a3ade2c3-a135-11e9-9cda-0a87ae2ba916,480
1929968520492991056,481
1861996658372408268,482
13820eba-039d-4231-9228-005ab0f4e451,483
a3b2a9e7-a135-11e9-9cda-0a87ae2ba916,484
a3b35e21-a135-11e9-9cda-0a87ae2ba916,485
1890604506489868740,486
10327d47-3c3a-433e-9e38-80638da64232,487
a3a817dc-a135-11e9-9cda-0a87ae2ba916,488
a3a4b693-a135-11e9-9cda-0a87ae2ba916,489
a3aacf29-a135-11e9-9cda-0a87ae2ba916,490
a3acc133-a135-11e9-9cda-0a87ae2ba916,491
a3a80009-a135-11e9-9cda-0a87ae2ba916,492
1929119555906179916,493
a3a72fc4-a135-11e9-9cda-0a87ae2ba916,494
532a6e43-6efc-4c87-81a8-c75dfd8e8fde,495
a3ac4024-a135-11e9-9cda-0a87ae2ba916,496
a3a7aa0e-a135-11e9-9cda-0a87ae2ba916,497
a3b12dfb-a135-11e9-9cda-0a87ae2ba916,498
1871992684446460008,499
a3a84ab4-a135-11e9-9cda-0a87ae2ba916,500
a3a4ef26-a135-11e9-9cda-0a87ae2ba916,501
1863877673940343638,502
a3a81d33-a135-11e9-9cda-0a87ae2ba916,503
4fcebf8a-b065-4cd1-a167-211a45ada30e,504
a3a7537c-a135-11e9-9cda-0a87ae2ba916,505
97818a9b-0f86-44df-98e6-1bc16812e3d9,506
a3b4497a-a135-11e9-9cda-0a87ae2ba916,507
aea853ed-c70c-4b1b-a7a8-d33869d8d58d,508
a3a4499f-a135-11e9-9cda-0a87ae2ba916,509
56eccb5b-f4d7-43c5-b554-a6a0a7585e5e,510
1789242536879942642,511
a3a4b164-a135-11e9-9cda-0a87ae2ba916,512
a3a89ea8-a135-11e9-9cda-0a87ae2ba916,513
95185a0d-da45-406a-a892-6b37b0d29fa8,514
a3ae78ab-a135-11e9-9cda-0a87ae2ba916,515
